Sample Name	Assay Name	Description	Protocol REF	Protocol REF	Characteristics [species assay result (VBcv:0000961)]	Term Source REF	Term Accession Number	Comment [ASSI]
MAP.2115	MAP.2115.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	Species A
MAP.2116	MAP.2116.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	Species A
MAP.2117	MAP.2117.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	Species A
MAP.2118	MAP.2118.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	Species A
MAP.2119	MAP.2119.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	Species A
MAP.2120	MAP.2120.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	Species A
MAP.2121	MAP.2121.spid		morphology		Anopheles dirus species complex	MIRO	40002263	Species A
MAP.2122	MAP.2122.spid		morphology		Anopheles dirus species complex	MIRO	40002263	Species A
MAP.2123	MAP.2123.spid		morphology		Anopheles dirus species complex	MIRO	40002263	Species A
MAP.2124	MAP.2124.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	Species A
MAP.2125	MAP.2125.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	Species A
MAP.2126	MAP.2126.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	Species A
MAP.2127	MAP.2127.spid		morphology		Anopheles sundaicus species complex	MIRO	40003605	
MAP.2128	MAP.2128.spid		morphology		Anopheles sundaicus species complex	MIRO	40003605	
MAP.2129	MAP.2129.spid		morphology		Anopheles sundaicus species complex	MIRO	40003605	
MAP.2130	MAP.2130.spid		morphology		Anopheles sundaicus species complex	MIRO	40003605	
MAP.2131	MAP.2131.spid		morphology		Anopheles sundaicus species complex	MIRO	40003605	
MAP.2132	MAP.2132.spid		morphology		Anopheles sundaicus species complex	MIRO	40003605	
MAP.2133	MAP.2133.spid		morphology		Anopheles sundaicus species complex	MIRO	40003605	
MAP.2134	MAP.2134.spid		morphology		Anopheles sundaicus species complex	MIRO	40003605	
MAP.2135	MAP.2135.spid		morphology		Anopheles dirus species complex	MIRO	40002263	Species A
MAP.2136	MAP.2136.spid		morphology		Anopheles dirus species complex	MIRO	40002263	Species A
MAP.2137	MAP.2137.spid		morphology		Anopheles dirus species complex	MIRO	40002263	Species A
MAP.2138	MAP.2138.spid		morphology		Anopheles dirus species complex	MIRO	40002263	Species A
MAP.2139	MAP.2139.spid		morphology		Anopheles dirus species complex	MIRO	40002263	Species A
MAP.2140	MAP.2140.spid		morphology		Anopheles dirus species complex	MIRO	40002263	Species A
MAP.2141	MAP.2141.spid		morphology		Anopheles dirus species complex	MIRO	40002263	Species A
MAP.2142	MAP.2142.spid		morphology		Anopheles dirus species complex	MIRO	40002263	Species A
MAP.2143	MAP.2143.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	Species A
MAP.2144	MAP.2144.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	Species A
MAP.2145	MAP.2145.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	Species A
MAP.2146	MAP.2146.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	Species A
MAP.2147	MAP.2147.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	Species A
MAP.2148	MAP.2148.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	Species A
MAP.2149	MAP.2149.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	Species A
MAP.2150	MAP.2150.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	Species A
MAP.2151	MAP.2151.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2152	MAP.2152.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2153	MAP.2153.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2154	MAP.2154.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2155	MAP.2155.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2156	MAP.2156.spid		morphology	chromosomal banding sequences	Anopheles dirus species complex	MIRO	40002263	Species D
MAP.2157	MAP.2157.spid		morphology	chromosomal banding sequences	Anopheles dirus species complex	MIRO	40002263	Species D
MAP.2158	MAP.2158.spid		morphology	chromosomal banding sequences	Anopheles dirus species complex	MIRO	40002263	Species D
MAP.2159	MAP.2159.spid		morphology	chromosomal banding sequences	Anopheles dirus species complex	MIRO	40002263	Species D
MAP.2160	MAP.2160.spid		morphology	chromosomal banding sequences	Anopheles dirus species complex	MIRO	40002263	Species D
MAP.2161	MAP.2161.spid		morphology		Anopheles minimus species complex	MIRO	40003537	
MAP.2162	MAP.2162.spid		morphology		Anopheles minimus species complex	MIRO	40003537	
MAP.2163	MAP.2163.spid		morphology		Anopheles minimus species complex	MIRO	40003537	
MAP.2164	MAP.2164.spid		morphology		Anopheles minimus species complex	MIRO	40003537	
MAP.2165	MAP.2165.spid		morphology		Anopheles minimus species complex	MIRO	40003537	
MAP.2166	MAP.2166.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.2167	MAP.2167.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.2168	MAP.2168.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.2169	MAP.2169.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.2170	MAP.2170.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.2171	MAP.2171.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.2172	MAP.2172.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.2173	MAP.2173.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.2174	MAP.2174.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.2175	MAP.2175.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.2176	MAP.2176.spid		morphology		Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.2177	MAP.2177.spid		morphology		Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.2178	MAP.2178.spid		morphology		Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.2179	MAP.2179.spid		morphology		Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.2180	MAP.2180.spid		morphology		Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.2181	MAP.2181.spid		morphology		Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.2182	MAP.2182.spid		morphology		Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.2183	MAP.2183.spid		morphology		Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.2184	MAP.2184.spid		morphology		Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.2185	MAP.2185.spid		morphology		Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.2211	MAP.2211.spid		morphology		Anopheles dirus species complex	MIRO	40002263	
MAP.2212	MAP.2212.spid		morphology		Anopheles minimus species complex	MIRO	40003537	
MAP.2213	MAP.2213.spid		morphology		Anopheles barbirostris species complex	MIRO	40000041	
MAP.2214	MAP.2214.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2219	MAP.2219.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.2220	MAP.2220.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	
MAP.2221	MAP.2221.spid		morphology	polymerase chain reaction method	Anopheles dirus species complex	MIRO	40002263	
MAP.2222	MAP.2222.spid		morphology	polymerase chain reaction method	Anopheles dirus species complex	MIRO	40002263	
MAP.2223	MAP.2223.spid		morphology	polymerase chain reaction method	Anopheles dirus species complex	MIRO	40002263	
MAP.2224	MAP.2224.spid		morphology	polymerase chain reaction method	Anopheles dirus species complex	MIRO	40002263	
MAP.2225	MAP.2225.spid		morphology	polymerase chain reaction method	Anopheles dirus species complex	MIRO	40002263	
MAP.2226	MAP.2226.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2227	MAP.2227.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2228	MAP.2228.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2229	MAP.2229.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2230	MAP.2230.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2231	MAP.2231.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.2232	MAP.2232.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.2233	MAP.2233.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.2234	MAP.2234.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.2235	MAP.2235.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.2236	MAP.2236.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	
MAP.2237	MAP.2237.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	
MAP.2238	MAP.2238.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	
MAP.2239	MAP.2239.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	
MAP.2240	MAP.2240.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	
MAP.2241	MAP.2241.spid		morphology	polymerase chain reaction method	Anopheles dirus species complex	MIRO	40002263	
MAP.2243	MAP.2243.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2244	MAP.2244.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2245	MAP.2245.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2246	MAP.2246.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2247	MAP.2247.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2248	MAP.2248.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.2249	MAP.2249.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.2250	MAP.2250.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.2251	MAP.2251.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.2252	MAP.2252.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.2253	MAP.2253.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	
MAP.2254	MAP.2254.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	
MAP.2255	MAP.2255.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	
MAP.2256	MAP.2256.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	
MAP.2257	MAP.2257.spid		morphology	polymerase chain reaction method	Anopheles minimus species complex	MIRO	40003537	
MAP.2258	MAP.2258.spid		morphology	polymerase chain reaction method	Anopheles dirus species complex	MIRO	40002263	
MAP.2260	MAP.2260.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2261	MAP.2261.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2262	MAP.2262.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2263	MAP.2263.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2264	MAP.2264.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2269	MAP.2269.spid		morphology	polymerase chain reaction method	Anopheles dirus species complex	MIRO	40002263	Species A
MAP.2270	MAP.2270.spid		morphology		Anopheles minimus species complex	MIRO	40003537	
MAP.2271	MAP.2271.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.2272	MAP.2272.spid		morphology	polymerase chain reaction method	Anopheles dirus species complex	MIRO	40002263	Species A
MAP.2273	MAP.2273.spid		morphology		Anopheles minimus species complex	MIRO	40003537	
MAP.2274	MAP.2274.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.4047	MAP.4047.spid		morphology		Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.4048	MAP.4048.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.4050	MAP.4050.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.4051	MAP.4051.spid		morphology		Anopheles subpictus species complex	MIRO	40003603	
MAP.4052	MAP.4052.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.4053	MAP.4053.spid		morphology		Anopheles barbirostris species complex	MIRO	40000041	
MAP.4054	MAP.4054.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	var. mysoriensis
MAP.4055	MAP.4055.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	var. mysoriensis
MAP.4056	MAP.4056.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	var. mysoriensis
MAP.4057	MAP.4057.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	var. mysoriensis
MAP.4058	MAP.4058.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4059	MAP.4059.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4060	MAP.4060.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4061	MAP.4061.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4074	MAP.4074.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.4075	MAP.4075.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4233	MAP.4233.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.4234	MAP.4234.spid		morphology		Anopheles minimus species complex	MIRO	40003537	
MAP.4235	MAP.4235.spid		morphology		Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.4236	MAP.4236.spid		morphology		Anopheles maculatus Group	MIRO	40003525	includes var. willmorei (24)
MAP.4237	MAP.4237.spid		morphology		Anopheles barbirostris species complex	MIRO	40000041	
MAP.4238	MAP.4238.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.4239	MAP.4239.spid		morphology		Anopheles minimus species complex	MIRO	40003537	
MAP.4240	MAP.4240.spid		morphology		Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.4241	MAP.4241.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.4242	MAP.4242.spid		morphology		Anopheles barbirostris species complex	MIRO	40000041	
MAP.4248	MAP.4248.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.4249	MAP.4249.spid		morphology		Anopheles minimus species complex	MIRO	40003537	
MAP.4250	MAP.4250.spid		morphology		Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.4251	MAP.4251.spid		morphology		Anopheles maculatus Group	MIRO	40003525	includes var. willmorei (27)
MAP.4252	MAP.4252.spid		morphology		Anopheles barbirostris species complex	MIRO	40000041	
MAP.4253	MAP.4253.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.4254	MAP.4254.spid		morphology		Anopheles minimus species complex	MIRO	40003537	
MAP.4255	MAP.4255.spid		morphology		Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.4256	MAP.4256.spid		morphology		Anopheles maculatus Group	MIRO	40003525	includes var. willmorei (3)
MAP.4257	MAP.4257.spid		morphology		Anopheles barbirostris species complex	MIRO	40000041	
MAP.4261	MAP.4261.spid		morphology		Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.4262	MAP.4262.spid		morphology		Anopheles minimus species complex	MIRO	40003537	
MAP.4263	MAP.4263.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.4276	MAP.4276.spid				Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.4277	MAP.4277.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4304	MAP.4304.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.4305	MAP.4305.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.4306	MAP.4306.spid				Anopheles subpictus species complex	MIRO	40003603	
MAP.4307	MAP.4307.spid				Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.4308	MAP.4308.spid				Anopheles barbirostris species complex	MIRO	40000041	
MAP.4309	MAP.4309.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4310	MAP.4310.spid		morphology		Anopheles subpictus species complex	MIRO	40003603	
MAP.4311	MAP.4311.spid		morphology		Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.4312	MAP.4312.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4313	MAP.4313.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.4314	MAP.4314.spid				Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.4315	MAP.4315.spid				Anopheles minimus species complex	MIRO	40003537	
MAP.4316	MAP.4316.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4317	MAP.4317.spid				Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.4318	MAP.4318.spid				Anopheles minimus species complex	MIRO	40003537	
MAP.4319	MAP.4319.spid				Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.4320	MAP.4320.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4321	MAP.4321.spid				Anopheles dirus species complex	MIRO	40002263	
MAP.4322	MAP.4322.spid				Anopheles barbirostris species complex	MIRO	40000041	
MAP.4323	MAP.4323.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.4324	MAP.4324.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.4325	MAP.4325.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.4326	MAP.4326.spid		morphology		Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.4327	MAP.4327.spid		morphology		Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.4328	MAP.4328.spid		morphology		Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.4332	MAP.4332.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.4333	MAP.4333.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.4334	MAP.4334.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.4335	MAP.4335.spid		morphology		Anopheles subpictus species complex	MIRO	40003603	
MAP.4336	MAP.4336.spid		morphology		Anopheles subpictus species complex	MIRO	40003603	
MAP.4337	MAP.4337.spid		morphology		Anopheles subpictus species complex	MIRO	40003603	
MAP.4338	MAP.4338.spid		morphology		Anopheles subpictus species complex	MIRO	40003603	
MAP.4339	MAP.4339.spid		morphology		Anopheles subpictus species complex	MIRO	40003603	
MAP.4340	MAP.4340.spid		morphology		Anopheles subpictus species complex	MIRO	40003603	
MAP.4341	MAP.4341.spid		morphology		Anopheles subpictus species complex	MIRO	40003603	
MAP.4342	MAP.4342.spid		morphology		Anopheles subpictus species complex	MIRO	40003603	
MAP.4343	MAP.4343.spid		morphology		Anopheles subpictus species complex	MIRO	40003603	
MAP.4344	MAP.4344.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.4345	MAP.4345.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.4346	MAP.4346.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.4347	MAP.4347.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.4348	MAP.4348.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.4349	MAP.4349.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.4350	MAP.4350.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.4351	MAP.4351.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.4352	MAP.4352.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.4362	MAP.4362.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.4363	MAP.4363.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.4364	MAP.4364.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.4365	MAP.4365.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.4366	MAP.4366.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.4367	MAP.4367.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.4368	MAP.4368.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.4369	MAP.4369.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.4370	MAP.4370.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.4371	MAP.4371.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.4372	MAP.4372.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.4373	MAP.4373.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.4374	MAP.4374.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.4375	MAP.4375.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.4376	MAP.4376.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.4377	MAP.4377.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.4378	MAP.4378.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.4379	MAP.4379.spid		morphology		Anopheles culicifacies species complex	MIRO	40002255	
MAP.4380	MAP.4380.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4381	MAP.4381.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4382	MAP.4382.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4383	MAP.4383.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4384	MAP.4384.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4385	MAP.4385.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4386	MAP.4386.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4387	MAP.4387.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4388	MAP.4388.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4389	MAP.4389.spid				Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.4390	MAP.4390.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4391	MAP.4391.spid				Anopheles subpictus species complex	MIRO	40003603	
MAP.4392	MAP.4392.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.4394	MAP.4394.spid				Anopheles maculatus Group	MIRO	40003525	
MAP.4397	MAP.4397.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4398	MAP.4398.spid				Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4446	MAP.4446.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.4447	MAP.4447.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.4448	MAP.4448.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.4449	MAP.4449.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.4450	MAP.4450.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.4451	MAP.4451.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.4452	MAP.4452.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.4453	MAP.4453.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.4454	MAP.4454.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.4455	MAP.4455.spid				Anopheles subpictus species complex	MIRO	40003603	
MAP.4456	MAP.4456.spid				Anopheles subpictus species complex	MIRO	40003603	
MAP.4457	MAP.4457.spid				Anopheles subpictus species complex	MIRO	40003603	
MAP.4458	MAP.4458.spid				Anopheles subpictus species complex	MIRO	40003603	
MAP.4459	MAP.4459.spid				Anopheles subpictus species complex	MIRO	40003603	
MAP.4460	MAP.4460.spid				Anopheles subpictus species complex	MIRO	40003603	
MAP.4461	MAP.4461.spid				Anopheles subpictus species complex	MIRO	40003603	
MAP.4462	MAP.4462.spid				Anopheles subpictus species complex	MIRO	40003603	
MAP.4463	MAP.4463.spid				Anopheles subpictus species complex	MIRO	40003603	
MAP.4482	MAP.4482.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4483	MAP.4483.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4484	MAP.4484.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4485	MAP.4485.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4486	MAP.4486.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4487	MAP.4487.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4488	MAP.4488.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4489	MAP.4489.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4490	MAP.4490.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4548	MAP.4548.spid				Anopheles subpictus species complex	MIRO	40003603	
MAP.4549	MAP.4549.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.4550	MAP.4550.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.4551	MAP.4551.spid				Anopheles maculatus Group	MIRO	40003525	
MAP.4553	MAP.4553.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4554	MAP.4554.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4555	MAP.4555.spid				Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4558	MAP.4558.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4559	MAP.4559.spid				Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4560	MAP.4560.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.4622	MAP.4622.spid		morphology		Anopheles subpictus species complex	MIRO	40003603	
MAP.4623	MAP.4623.spid		morphology		Anopheles aconitus Dönitz, 1902	MIRO	40002218	
MAP.4625	MAP.4625.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.4626	MAP.4626.spid		morphology		Anopheles annularis van der Wulp, 1884	MIRO	40002220	
MAP.4627	MAP.4627.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4628	MAP.4628.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4629	MAP.4629.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4630	MAP.4630.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4631	MAP.4631.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4632	MAP.4632.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4633	MAP.4633.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4634	MAP.4634.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4635	MAP.4635.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4636	MAP.4636.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
MAP.4637	MAP.4637.spid		morphology		Anopheles fluviatilis species complex	MIRO	40003475	
