Sample Name	Assay Name	Description	Protocol REF	Performer	Date	Characteristics [species assay result (VBcv:0000961)]	Term Source Ref	Term Accession Number
PMI1546	PMI.species.PMI1546		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1547	PMI.species.PMI1547		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1548	PMI.species.PMI1548		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1549	PMI.species.PMI1549		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1550	PMI.species.PMI1550		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1551	PMI.species.PMI1551		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1552	PMI.species.PMI1552		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1553	PMI.species.PMI1553		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1554	PMI.species.PMI1554		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1555	PMI.species.PMI1555		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1556	PMI.species.PMI1556		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1557	PMI.species.PMI1557		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1558	PMI.species.PMI1558		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1559	PMI.species.PMI1559		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1560	PMI.species.PMI1560		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1561	PMI.species.PMI1561		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1562	PMI.species.PMI1562		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1563	PMI.species.PMI1563		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1564	PMI.species.PMI1564		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1565	PMI.species.PMI1565		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1566	PMI.species.PMI1566		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1567	PMI.species.PMI1567		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1568	PMI.species.PMI1568		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1569	PMI.species.PMI1569		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1570	PMI.species.PMI1570		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1571	PMI.species.PMI1571		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1572	PMI.species.PMI1572		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1573	PMI.species.PMI1573		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1574	PMI.species.PMI1574		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1575	PMI.species.PMI1575		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1576	PMI.species.PMI1576		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1577	PMI.species.PMI1577		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1578	PMI.species.PMI1578		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1579	PMI.species.PMI1579		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1580	PMI.species.PMI1580		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1581	PMI.species.PMI1581		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1582	PMI.species.PMI1582		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1583	PMI.species.PMI1583		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1584	PMI.species.PMI1584		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1585	PMI.species.PMI1585		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1586	PMI.species.PMI1586		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1587	PMI.species.PMI1587		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1588	PMI.species.PMI1588		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1589	PMI.species.PMI1589		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1590	PMI.species.PMI1590		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1591	PMI.species.PMI1591		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1592	PMI.species.PMI1592		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1593	PMI.species.PMI1593		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1594	PMI.species.PMI1594		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1595	PMI.species.PMI1595		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1596	PMI.species.PMI1596		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1597	PMI.species.PMI1597		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1598	PMI.species.PMI1598		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1599	PMI.species.PMI1599		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1600	PMI.species.PMI1600		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1601	PMI.species.PMI1601		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1602	PMI.species.PMI1602		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1603	PMI.species.PMI1603		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1604	PMI.species.PMI1604		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1605	PMI.species.PMI1605		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1606	PMI.species.PMI1606		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1607	PMI.species.PMI1607		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1608	PMI.species.PMI1608		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1609	PMI.species.PMI1609		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1610	PMI.species.PMI1610		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1611	PMI.species.PMI1611		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1612	PMI.species.PMI1612		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1613	PMI.species.PMI1613		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1614	PMI.species.PMI1614		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1615	PMI.species.PMI1615		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1616	PMI.species.PMI1616		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1617	PMI.species.PMI1617		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1618	PMI.species.PMI1618		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1619	PMI.species.PMI1619		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1620	PMI.species.PMI1620		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1621	PMI.species.PMI1621		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1622	PMI.species.PMI1622		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1623	PMI.species.PMI1623		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1624	PMI.species.PMI1624		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1625	PMI.species.PMI1625		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1626	PMI.species.PMI1626		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1627	PMI.species.PMI1627		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1628	PMI.species.PMI1628		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1629	PMI.species.PMI1629		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1630	PMI.species.PMI1630		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1631	PMI.species.PMI1631		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1632	PMI.species.PMI1632		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1633	PMI.species.PMI1633		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1634	PMI.species.PMI1634		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1635	PMI.species.PMI1635		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1636	PMI.species.PMI1636		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1637	PMI.species.PMI1637		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1638	PMI.species.PMI1638		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1639	PMI.species.PMI1639		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1640	PMI.species.PMI1640		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1641	PMI.species.PMI1641		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1642	PMI.species.PMI1642		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1643	PMI.species.PMI1643		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1644	PMI.species.PMI1644		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1645	PMI.species.PMI1645		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1646	PMI.species.PMI1646		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1647	PMI.species.PMI1647		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1648	PMI.species.PMI1648		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1649	PMI.species.PMI1649		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1650	PMI.species.PMI1650		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1651	PMI.species.PMI1651		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1652	PMI.species.PMI1652		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1653	PMI.species.PMI1653		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1654	PMI.species.PMI1654		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1655	PMI.species.PMI1655		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1656	PMI.species.PMI1656		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1657	PMI.species.PMI1657		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1658	PMI.species.PMI1658		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1659	PMI.species.PMI1659		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1660	PMI.species.PMI1660		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1661	PMI.species.PMI1661		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1662	PMI.species.PMI1662		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1663	PMI.species.PMI1663		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1664	PMI.species.PMI1664		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1665	PMI.species.PMI1665		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1666	PMI.species.PMI1666		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1667	PMI.species.PMI1667		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1668	PMI.species.PMI1668		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1669	PMI.species.PMI1669		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1670	PMI.species.PMI1670		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1671	PMI.species.PMI1671		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1672	PMI.species.PMI1672		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1673	PMI.species.PMI1673		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1674	PMI.species.PMI1674		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1675	PMI.species.PMI1675		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1676	PMI.species.PMI1676		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1677	PMI.species.PMI1677		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1678	PMI.species.PMI1678		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1679	PMI.species.PMI1679		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1680	PMI.species.PMI1680		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1681	PMI.species.PMI1681		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1682	PMI.species.PMI1682		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1683	PMI.species.PMI1683		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1684	PMI.species.PMI1684		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1685	PMI.species.PMI1685		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1686	PMI.species.PMI1686		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1687	PMI.species.PMI1687		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1688	PMI.species.PMI1688		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1689	PMI.species.PMI1689		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1690	PMI.species.PMI1690		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1691	PMI.species.PMI1691		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1692	PMI.species.PMI1692		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1693	PMI.species.PMI1693		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1694	PMI.species.PMI1694		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1695	PMI.species.PMI1695		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1696	PMI.species.PMI1696		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1697	PMI.species.PMI1697		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1698	PMI.species.PMI1698		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1699	PMI.species.PMI1699		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1700	PMI.species.PMI1700		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1701	PMI.species.PMI1701		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1702	PMI.species.PMI1702		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1703	PMI.species.PMI1703		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1704	PMI.species.PMI1704		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1705	PMI.species.PMI1705		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1706	PMI.species.PMI1706		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1707	PMI.species.PMI1707		SPECIES_PCR			Anopheles funestus sensu lato	MIRO	40003478
PMI1708	PMI.species.PMI1708		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1709	PMI.species.PMI1709		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1710	PMI.species.PMI1710		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1711	PMI.species.PMI1711		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1712	PMI.species.PMI1712		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1713	PMI.species.PMI1713		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1714	PMI.species.PMI1714		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1715	PMI.species.PMI1715		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1716	PMI.species.PMI1716		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1717	PMI.species.PMI1717		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1718	PMI.species.PMI1718		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1719	PMI.species.PMI1719		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1720	PMI.species.PMI1720		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1721	PMI.species.PMI1721		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1722	PMI.species.PMI1722		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1723	PMI.species.PMI1723		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1724	PMI.species.PMI1724		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1725	PMI.species.PMI1725		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1726	PMI.species.PMI1726		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1727	PMI.species.PMI1727		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1728	PMI.species.PMI1728		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1729	PMI.species.PMI1729		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1730	PMI.species.PMI1730		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1731	PMI.species.PMI1731		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1732	PMI.species.PMI1732		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1733	PMI.species.PMI1733		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1734	PMI.species.PMI1734		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1735	PMI.species.PMI1735		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1736	PMI.species.PMI1736		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1737	PMI.species.PMI1737		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1738	PMI.species.PMI1738		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1739	PMI.species.PMI1739		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1740	PMI.species.PMI1740		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1741	PMI.species.PMI1741		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1742	PMI.species.PMI1742		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1743	PMI.species.PMI1743		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1744	PMI.species.PMI1744		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1745	PMI.species.PMI1745		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1746	PMI.species.PMI1746		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1747	PMI.species.PMI1747		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1748	PMI.species.PMI1748		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1749	PMI.species.PMI1749		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1750	PMI.species.PMI1750		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1751	PMI.species.PMI1751		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1752	PMI.species.PMI1752		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1757	PMI.species.PMI1757		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1759	PMI.species.PMI1759		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1760	PMI.species.PMI1760		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1761	PMI.species.PMI1761		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1762	PMI.species.PMI1762		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1763	PMI.species.PMI1763		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1764	PMI.species.PMI1764		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1765	PMI.species.PMI1765		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1766	PMI.species.PMI1766		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1767	PMI.species.PMI1767		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1768	PMI.species.PMI1768		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1769	PMI.species.PMI1769		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1770	PMI.species.PMI1770		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1771	PMI.species.PMI1771		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1772	PMI.species.PMI1772		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1773	PMI.species.PMI1773		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1774	PMI.species.PMI1774		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1775	PMI.species.PMI1775		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1776	PMI.species.PMI1776		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1777	PMI.species.PMI1777		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1778	PMI.species.PMI1778		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1779	PMI.species.PMI1779		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1780	PMI.species.PMI1780		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1781	PMI.species.PMI1781		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1782	PMI.species.PMI1782		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1783	PMI.species.PMI1783		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1784	PMI.species.PMI1784		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1785	PMI.species.PMI1785		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1786	PMI.species.PMI1786		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1787	PMI.species.PMI1787		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1788	PMI.species.PMI1788		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1789	PMI.species.PMI1789		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1790	PMI.species.PMI1790		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1791	PMI.species.PMI1791		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1792	PMI.species.PMI1792		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1793	PMI.species.PMI1793		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1794	PMI.species.PMI1794		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1795	PMI.species.PMI1795		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1796	PMI.species.PMI1796		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1797	PMI.species.PMI1797		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1798	PMI.species.PMI1798		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1799	PMI.species.PMI1799		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1800	PMI.species.PMI1800		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1801	PMI.species.PMI1801		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1802	PMI.species.PMI1802		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1803	PMI.species.PMI1803		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1804	PMI.species.PMI1804		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1805	PMI.species.PMI1805		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1806	PMI.species.PMI1806		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1807	PMI.species.PMI1807		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1808	PMI.species.PMI1808		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1809	PMI.species.PMI1809		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1810	PMI.species.PMI1810		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1811	PMI.species.PMI1811		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1812	PMI.species.PMI1812		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1813	PMI.species.PMI1813		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1826	PMI.species.PMI1826		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1827	PMI.species.PMI1827		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1828	PMI.species.PMI1828		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1829	PMI.species.PMI1829		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1830	PMI.species.PMI1830		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1831	PMI.species.PMI1831		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1832	PMI.species.PMI1832		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1833	PMI.species.PMI1833		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1834	PMI.species.PMI1834		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
